label_g_teacher_salary_growth	label_g_teacher_salary_growth_2	total_column_o_projected_register	total_column_q_register_change	label_s_fair_student_funding_register_formula	weighted_register	calculation_j_foundation	total_column_n_fy14_actual_registers	system_wide_teacher_salary_growth	foundation	label_w_final_school_fsf_percent	label_h_foundation_for_new_schools	label_f_register_change_allocation_based_on_school_s_percent_of_formula	label_j_fy15_fair_student_formula_at_100	total_column_p_projected_formula	fiscal_year	label_t_change_to_preliminary_fair_student_funding_percentage_capped_at_100	total_column_r_register_dollar_change	calculation_j_fsf_formula_at_100	location	label_a_fy14_revised_based_allocations	label_d_initial_fair_student_funding_allocations_total	calculation_j_initial_fair_student_funding_allocations_total
0.00	0.00	214.57	-71.40	-294358.87	214.57	225000.00	285.98	0.00	225000.00	0.8235	0.00	-242402.33	1109593.77	884593.77	2015	0.8235	-294358.87	1109593.77	M345	1195859.00	953456.67	953456.67
0.00	0.00	1045.34	53.99	222576.01	1045.34	225000.00	991.35	0.00	225000.00	0.8344	0.00	185713.99	4534465.87	4309465.87	2015	0.8344	222576.01	4534465.87	M346	3635038.00	3820751.99	3820751.99
0.00	0.00	994.76	-42.36	-174619.49	994.76	225000.00	1037.12	0.00	225000.00	0.879	0.00	-153486.59	4325947.68	4100947.68	2015	0.879	-174619.49	4325947.68	M348	3983127.00	3829640.41	3829640.41
0.00	0.00	289.70	-2.62	-10802.62	289.7	225000.00	292.32	0.00	225000.00	0.819	0.00	-8847.84	1419298.13	1194298.13	2015	0.819	-10802.62	1419298.13	M349	1212033.00	1203185.16	1203185.16
0.00	0.00	292.21	-27.85	-114808.62	292.21	225000.00	320.06	0.00	225000.00	0.9677	0.00	-111099.08	1429633.88	1204633.88	2015	0.9677	-114808.62	1429633.88	M361	1501810.00	1390710.92	1390710.92
0.00	0.00	757.79	32.92	135728.93	757.79	225000.00	724.87	0.00	225000.00	0.8979	0.00	121875.99	3349033.12	3124033.12	2015	0.8979	135728.93	3349033.12	M362	2908308.00	3030183.99	3030183.99
0.00	0.00	397.53	-12.41	-51158.65	397.53	225000.00	409.94	0.00	225000.00	0.8655	0.00	-44277.47	1863817.29	1638817.29	2015	0.8655	-51158.65	1863817.29	M363	1687663.00	1643385.53	1643385.53
0.00	0.00	403.30	6.94	28609.77	403.3	225000.00	396.36	0.00	225000.00	0.829	0.00	23716.09	1887640.41	1662640.41	2015	0.829	28609.77	1887640.41	M364	1579531.00	1603247.09	1603247.09
0.00	0.00	575.53	126.91	523186.26	575.53	225000.00	448.62	0.00	225000.00	0.901	0.00	471386.87	2597640.90	2372640.90	2015	0.901	523186.26	2597640.90	M366	1891345.00	2362731.87	2362731.87
0.00	0.00	423.90	-64.79	-267114.83	423.9	225000.00	488.70	0.00	225000.00	0.9114	0.00	-243441.82	1972557.16	1747557.16	2015	0.9114	-267114.83	1972557.16	M367	2061122.00	1817680.18	1817680.18
0.00	0.00	291.79	-1.16	-4790.95	291.79	225000.00	292.95	0.00	225000.00	0.8506	0.00	-4075.14	1427929.12	1202929.12	2015	0.8506	-4790.95	1427929.12	M368	1252276.00	1248200.86	1248200.86
0.00	0.00	502.76	9.09	37486.31	502.76	225000.00	493.66	0.00	225000.00	0.8739	0.00	32759.74	2297638.66	2072638.66	2015	0.8739	37486.31	2297638.66	M369	2003544.00	2036303.74	2036303.74
0.00	0.00	899.03	143.55	591801.80	899.03	225000.00	755.48	0.00	225000.00	0.9709	0.00	574608.34	3931310.14	3706310.14	2015	0.9709	591801.80	3931310.14	M372	3249023.00	3823631.34	3823631.34
0.00	0.00	767.66	31.37	129305.86	767.66	225000.00	736.29	0.00	225000.00	0.9173	0.00	118613.45	3389696.18	3164696.18	2015	0.9173	129305.86	3389696.18	M374	3009391.00	3128004.45	3128004.45
0.00	0.00	437.97	-17.25	-71110.83	437.97	225000.00	455.22	0.00	225000.00	0.892	0.00	-63428.65	2030571.59	1805571.59	2015	0.892	-71110.83	2030571.59	M375	1898942.00	1835513.35	1835513.35
0.00	0.00	634.12	5.94	24492.48	634.12	225000.00	628.18	0.00	225000.00	0.887	0.00	21725.95	2839195.11	2614195.11	2015	0.887	24492.48	2839195.11	M376	2522185.00	2543910.95	2543910.95
0.00	0.00	273.68	-19.26	-79382.98	273.68	225000.00	292.94	0.00	225000.00	0.8604	0.00	-68298.22	1353259.98	1128259.98	2015	0.8604	-79382.98	1353259.98	M377	1264012.00	1195713.78	1195713.78
0.00	0.00	411.90	-3.58	-14769.29	411.9	225000.00	415.49	0.00	225000.00	0.844	0.00	-12465.26	1923096.75	1698096.75	2015	0.844	-14769.29	1923096.75	M378	1670657.00	1658191.74	1658191.74
0.00	0.00	294.58	8.14	33560.83	294.58	225000.00	286.44	0.00	225000.00	0.9263	0.00	31086.26	1439429.94	1214429.94	2015	0.9263	33560.83	1439429.94	M381	1318799.00	1349885.26	1349885.26
0.00	0.00	615.83	2.77	11422.59	615.83	225000.00	613.06	0.00	225000.00	0.9626	0.00	10995.14	2763783.26	2538783.26	2015	0.9626	11422.59	2763783.26	M392	2657782.00	2668777.14	2668777.14
0.00	0.00	697.31	5.35	22059.49	697.31	225000.00	691.96	0.00	225000.00	0.9323	0.00	20565.88	3099692.52	2874692.52	2015	0.9323	22059.49	3099692.52	M393	2884486.00	2905051.88	2905051.88
0.00	0.00	452.94	5.66	23320.33	452.94	225000.00	447.28	0.00	225000.00	0.8753	0.00	20411.89	2092245.84	1867245.84	2015	0.8753	23320.33	2092245.84	M394	1838957.00	1859368.89	1859368.89
0.00	0.00	444.03	99.43	409893.15	444.03	225000.00	344.60	0.00	225000.00	0.9717	0.00	398297.39	2055515.22	1830515.22	2015	0.9717	409893.15	2055515.22	M397	1605433.00	2003730.39	2003730.39
0.00	0.00	605.90	82.90	341753.80	605.9	225000.00	523.00	0.00	225000.00	0.9127	0.00	311916.13	2722834.98	2497834.98	2015	0.9127	341753.80	2722834.98	M399	2192839.00	2504755.13	2504755.13
0.00	0.00	1675.30	-42.81	-176471.33	1675.3	225000.00	1718.11	0.00	225000.00	0.8689	0.00	-153334.43	7131514.21	6906514.21	2015	0.8689	-176471.33	7131514.21	M400	6379346.00	6226011.57	6226011.57
0.00	0.00	732.01	29.96	123528.71	732.01	225000.00	702.05	0.00	225000.00	0.8857	0.00	109408.65	3242764.09	3017764.09	2015	0.8857	123528.71	3242764.09	M402	2788407.00	2897815.65	2897815.65
0.00	0.00	740.88	1.76	7255.11	740.88	225000.00	739.12	0.00	225000.00	0.923	0.00	6696.10	3279295.90	3054295.90	2015	0.923	7255.11	3279295.90	M403	3037267.00	3043963.10	3043963.10
0.00	0.00	316.93	8.53	35158.27	316.93	225000.00	308.40	0.00	225000.00	0.9258	0.00	32551.16	1531547.30	1306547.30	2015	0.9258	35158.27	1531547.30	M404	1402111.00	1434662.16	1434662.16
0.00	0.00	355.70	15.85	65332.47	355.7	225000.00	339.85	0.00	225000.00	0.9329	0.00	60949.23	1691379.75	1466379.75	2015	0.9329	65332.47	1691379.75	M406	1532049.00	1592998.23	1592998.23
0.00	0.00	532.84	3.80	15675.90	532.84	225000.00	529.04	0.00	225000.00	0.8564	0.00	13424.36	2421661.97	2196661.97	2015	0.8564	15675.90	2421661.97	M407	2092729.00	2106153.36	2106153.36
0.00	0.00	754.86	25.86	106626.60	754.86	225000.00	728.99	0.00	225000.00	0.9681	0.00	103224.93	3336929.28	3111929.28	2015	0.9681	106626.60	3336929.28	M408	3134426.00	3237650.93	3237650.93
0.00	0.00	458.43	-47.13	-194315.59	458.43	225000.00	505.57	0.00	225000.00	0.8826	0.00	-171504.92	2114919.08	1889919.08	2015	0.8826	-194315.59	2114919.08	M409	2064567.00	1893062.08	1893062.08
0.00	0.00	190.62	-11.79	-48594.83	190.62	225000.00	202.41	0.00	225000.00	0.9453	0.00	-45935.71	1010831.48	785831.48	2015	0.9453	-48594.83	1010831.48	M410	1013766.00	967830.29	967830.29
0.00	0.00	514.20	23.87	98415.16	514.2	225000.00	490.33	0.00	225000.00	0.9226	0.00	90795.78	2344825.46	2119825.46	2015	0.9226	98415.16	2344825.46	M411	2089911.00	2180706.78	2180706.78
0.00	0.00	748.91	4.02	16571.89	748.91	225000.00	744.89	0.00	225000.00	0.9632	0.00	15961.91	3312427.42	3087427.42	2015	0.9632	16571.89	3312427.42	M412	3182823.00	3198784.91	3198784.91
0.00	0.00	949.86	9.95	41039.49	949.86	225000.00	939.91	0.00	225000.00	0.9426	0.00	38683.49	4140859.14	3915859.14	2015	0.9426	41039.49	4140859.14	M413	3877374.00	3916057.49	3916057.49
0.00	0.00	538.96	27.92	115082.10	538.96	225000.00	511.05	0.00	225000.00	0.9355	0.00	107658.16	2446904.29	2221904.29	2015	0.9355	115082.10	2446904.29	M414	2195911.00	2303569.16	2303569.16
0.00	0.00	759.17	11.34	46759.98	759.17	225000.00	747.82	0.00	225000.00	1.0532	0.00	46759.97	3354695.65	3129695.65	2015	1	46759.98	3354695.65	M415	3474499.00	3521258.97	3521258.97
0.00	0.00	584.56	18.90	77931.77	584.56	225000.00	565.66	0.00	225000.00	1.0879	0.00	77931.74	2634889.30	2409889.30	2015	1	77931.77	2634889.30	M416	2768682.00	2846613.74	2846613.74
0.00	0.00	495.56	26.54	109424.62	495.56	225000.00	469.02	0.00	225000.00	1.0166	0.00	109424.73	2267963.69	2042963.69	2015	1	109424.62	2267963.69	M417	2192472.00	2301896.73	2301896.73
0.00	0.00	755.78	21.88	90214.97	755.78	225000.00	733.90	0.00	225000.00	0.939	0.00	84713.04	3340753.58	3115753.58	2015	0.939	90214.97	3340753.58	M418	3066021.00	3150734.04	3150734.04
0.00	0.00	614.95	-36.34	-149833.11	614.95	225000.00	651.29	0.00	225000.00	0.8552	0.00	-128133.53	2760158.41	2535158.41	2015	0.8552	-149833.11	2760158.41	M419	2521138.00	2393004.47	2393004.47
0.00	0.00	2186.77	-23.09	-95169.35	2186.77	225000.00	2209.86	0.00	225000.00	0.8621	0.00	-82042.38	9240078.26	9015078.26	2015	0.8621	-95169.35	9240078.26	M420	8078646.00	7996603.62	7996603.62
0.00	0.00	333.24	0.88	3609.83	333.24	225000.00	332.36	0.00	225000.00	1.046	0.00	3609.83	1598785.33	1373785.33	2015	1	3609.83	1598785.33	M421	1658420.00	1662029.83	1662029.83
0.00	0.00	799.35	120.24	495681.27	799.35	225000.00	679.11	0.00	225000.00	1.0016	0.00	495681.10	3520349.21	3295349.21	2015	1	495681.27	3520349.21	M422	3030089.00	3525770.10	3525770.10
0.00	0.00	489.81	29.58	121933.68	489.81	225000.00	460.23	0.00	225000.00	0.8661	0.00	105609.62	2244264.07	2019264.07	2015	0.8661	121933.68	2244264.07	M423	1868322.00	1973931.62	1973931.62
0.00	0.00	1010.63	84.61	348798.67	1010.63	225000.00	926.03	0.00	225000.00	0.8525	0.00	297363.67	4391385.73	4166385.73	2015	0.8525	348798.67	4391385.73	M425	3479633.00	3776996.67	3776996.67
0.00	0.00	547.20	36.47	150345.46	547.2	225000.00	510.73	0.00	225000.00	0.9755	0.00	146664.74	2480873.45	2255873.45	2015	0.9755	150345.46	2480873.45	M427	2278981.00	2425645.74	2425645.74
0.00	0.00	54.64	-63.47	-261671.70	54.64	225000.00	118.12	0.00	225000.00	0.8494	0.00	-222251.05	450267.31	225267.31	2015	0.8494	-261671.70	450267.31	M429	638582.00	416330.95	416330.95
0.00	0.00	556.34	19.67	81091.63	556.34	225000.00	536.67	0.00	225000.00	1.0033	0.00	81091.67	2518538.92	2293538.92	2015	1	81091.63	2518538.92	M432	2445094.00	2526185.67	2526185.67
0.00	0.00	1920.04	98.45	405863.63	1920.04	225000.00	1821.59	0.00	225000.00	0.8185	0.00	332206.93	8140443.97	7915443.97	2015	0.8185	405863.63	8140443.97	M435	6371731.00	6703937.93	6703937.93
0.00	0.00	707.69	73.60	303415.10	707.69	225000.00	634.09	0.00	225000.00	1.0003	0.00	303415.34	3142473.14	2917473.14	2015	1	303415.10	3142473.14	M437	2839888.00	3143303.34	3143303.34
0.00	0.00	582.22	54.93	226439.11	582.22	225000.00	527.30	0.00	225000.00	0.9713	0.00	219948.14	2625242.58	2400242.58	2015	0.9713	226439.11	2625242.58	M438	2336490.00	2556438.14	2556438.14
0.00	0.00	524.02	7.80	32162.55	524.02	225000.00	516.22	0.00	225000.00	0.8911	0.00	28661.15	2385301.84	2160301.84	2015	0.8911	32162.55	2385301.84	M439	2121458.00	2150119.15	2150119.15
0.00	0.00	157.87	-5.23	-21560.31	157.87	225000.00	163.10	0.00	225000.00	1.0142	0.00	-21560.34	875845.07	650845.07	2015	1	-21560.31	875845.07	M442	906633.00	885072.66	885072.66
0.00	0.00	487.56	-26.11	-107626.43	487.56	225000.00	513.67	0.00	225000.00	0.8811	0.00	-94828.02	2234992.88	2009992.88	2015	0.8811	-107626.43	2234992.88	M448	2090802.00	1995973.98	1995973.98
0.00	0.00	661.07	-33.34	-137438.57	661.07	225000.00	694.41	0.00	225000.00	0.8983	0.00	-123461.87	2950283.90	2725283.90	2015	0.8983	-137438.57	2950283.90	M449	2796600.00	2673138.13	2673138.13
0.00	0.00	983.10	-51.39	-211854.82	983.1	225000.00	1034.49	0.00	225000.00	0.8925	0.00	-189086.30	4277872.39	4052872.39	2015	0.8925	-211854.82	4277872.39	M450	4031387.00	3842300.70	3842300.70
0.00	0.00	371.83	85.17	351129.81	371.83	225000.00	286.66	0.00	225000.00	1.0148	0.00	351129.81	1757886.65	1532886.65	2015	1	351129.81	1757886.65	M452	1429408.00	1780537.81	1780537.81
0.00	0.00	373.31	-6.95	-28648.56	373.31	225000.00	380.26	0.00	225000.00	0.8217	0.00	-23539.98	1763993.24	1538993.24	2015	0.8217	-28648.56	1763993.24	M458	1513102.00	1489562.02	1489562.02
0.00	0.00	540.99	0.56	2293.38	540.99	225000.00	540.44	0.00	225000.00	0.8184	0.00	1876.98	2455266.64	2230266.64	2015	0.8184	2293.38	2455266.64	M459	2048453.00	2050329.98	2050329.98
0.00	0.00	205.88	-298.85	-1232023.80	205.88	225000.00	504.73	0.00	225000.00	0.81	0.00	-997939.46	1073745.77	848745.77	2015	0.81	-1232023.80	1073745.77	M460	1910424.00	912484.54	912484.54
0.00	0.00	868.43	-58.90	-242809.81	868.43	225000.00	927.33	0.00	225000.00	0.81	0.00	-196675.94	3805147.23	3580147.23	2015	0.81	-242809.81	3805147.23	M462	3321595.00	3124919.06	3124919.06
0.00	0.00	846.33	-17.88	-73709.17	846.33	225000.00	864.21	0.00	225000.00	0.8149	0.00	-60063.73	3714026.62	3489026.62	2015	0.8149	-73709.17	3714026.62	M463	3128183.00	3068119.27	3068119.27
0.00	0.00	1039.77	-36.47	-150343.36	1039.77	225000.00	1076.24	0.00	225000.00	0.815	0.00	-122525.40	4511499.21	4286499.21	2015	0.815	-150343.36	4511499.21	M467	3840896.00	3718370.60	3718370.60
0.00	0.00	947.72	-48.12	-198384.97	947.72	225000.00	995.84	0.00	225000.00	0.81	0.00	-160691.81	4132002.68	3907002.68	2015	0.81	-198384.97	4132002.68	M468	3550364.00	3389672.19	3389672.19
0.00	0.00	153.37	-127.47	-525500.17	153.37	225000.00	280.84	0.00	225000.00	0.9238	0.00	-485472.63	857260.07	632260.07	2015	0.9238	-525500.17	857260.07	M469	1294573.00	809100.37	809100.37
0.00	0.00	4207.35	-6.52	-26872.81	4207.35	225000.00	4213.87	0.00	225000.00	0.9658	0.00	-25953.89	17569985.00	17344985.00	2015	0.9658	-26872.81	17569985.00	M475	17002822.00	16976868.11	16976868.11
0.00	0.00	1421.31	31.48	129776.40	1421.31	225000.00	1389.83	0.00	225000.00	0.8892	0.00	115397.87	6084401.39	5859401.39	2015	0.8892	129776.40	6084401.39	M479	5319813.00	5435210.87	5435210.87
0.00	0.00	3826.11	29.65	122222.31	3826.11	225000.00	3796.46	0.00	225000.00	0.9084	0.00	111021.29	15998294.03	15773294.03	2015	0.9084	122222.31	15998294.03	M485	14441736.00	14552757.29	14552757.29
0.00	0.00	1044.73	23.72	97780.58	1044.73	225000.00	1021.01	0.00	225000.00	0.8887	0.00	86893.44	4531935.44	4306935.44	2015	0.8887	97780.58	4531935.44	M489	3965497.00	4052390.44	4052390.44
0.00	0.00	743.22	3.62	14917.19	743.22	225000.00	739.60	0.00	225000.00	1.0602	0.00	14917.19	3288968.47	3063968.47	2015	1	14917.19	3288968.47	M492	3458549.00	3473466.19	3473466.19
0.00	0.00	871.56	38.00	156638.25	871.56	225000.00	833.57	0.00	225000.00	0.81	0.00	126876.99	3818065.42	3593065.42	2015	0.81	156638.25	3818065.42	M494	3008506.00	3135382.99	3135382.99
0.00	0.00	552.80	-3.86	-15914.93	552.8	225000.00	556.66	0.00	225000.00	0.851	0.00	-13543.06	2503946.53	2278946.53	2015	0.851	-15914.93	2503946.53	M495	2177848.00	2164304.94	2164304.94
0.00	0.00	231.17	-8.18	-33712.57	231.17	225000.00	239.34	0.00	225000.00	0.9813	0.00	-33082.09	1177996.69	952996.69	2015	0.9813	-33712.57	1177996.69	M497	1193256.00	1160173.91	1160173.91
0.00	0.00	1955.33	55.65	229427.24	1955.33	225000.00	1899.68	0.00	225000.00	0.9382	0.00	215241.06	8285925.06	8060925.06	2015	0.9382	229427.24	8285925.06	M499	7572253.00	7787494.06	7787494.06
0.00	0.00	370.98	-15.44	-63657.51	370.98	225000.00	386.42	0.00	225000.00	0.9714	0.00	-61834.06	1754378.84	1529378.84	2015	0.9714	-63657.51	1754378.84	M500	1772404.00	1710569.94	1710569.94
0.00	0.00	947.75	-33.34	-137450.75	947.75	225000.00	981.09	0.00	225000.00	0.9582	0.00	-131709.85	4132133.47	3907133.47	2015	0.9582	-137450.75	4132133.47	M505	4100654.00	3968944.15	3968944.15
0.00	0.00	679.04	134.08	552733.67	679.04	225000.00	544.97	0.00	225000.00	0.9725	0.00	537545.97	3024377.37	2799377.37	2015	0.9725	552733.67	3024377.37	M507	2409912.00	2947457.97	2947457.97
0.00	0.00	617.26	17.53	72278.27	617.26	225000.00	599.73	0.00	225000.00	0.8722	0.00	63044.55	2769684.47	2544684.47	2015	0.8722	72278.27	2769684.47	M509	2381550.00	2444594.55	2444594.55
0.00	0.00	178.44	34.72	143117.21	178.44	225000.00	143.72	0.00	225000.00	1	0.00	143116.72	960628.05	735628.05	2015	1	143117.21	960628.05	M513	817509.00	960625.72	960625.72
0.00	0.00	535.39	25.20	103877.76	535.39	225000.00	510.19	0.00	225000.00	0.9812	0.00	101928.69	2432154.84	2207154.84	2015	0.9812	103877.76	2432154.84	M514	2288813.00	2390741.69	2390741.69
0.00	0.00	1011.19	-53.56	-220806.35	1011.19	225000.00	1064.75	0.00	225000.00	0.8857	0.00	-195575.91	4393690.51	4168690.51	2015	0.8857	-220806.35	4393690.51	M515	4112931.00	3917355.09	3917355.09
0.00	0.00	221.73	59.72	246182.49	221.73	225000.00	162.01	0.00	225000.00	0.9588	0.00	236046.12	1139076.02	914076.02	2015	0.9588	246182.49	1139076.02	M517	865394.00	1101440.12	1101440.12
0.00	0.00	760.31	-20.78	-85655.77	760.31	225000.00	781.09	0.00	225000.00	0.8308	0.00	-71166.70	3359404.21	3134404.21	2015	0.8308	-85655.77	3359404.21	M519	2900372.00	2829205.30	2829205.30
0.00	0.00	1718.90	-312.11	-1286698.49	1718.9	225000.00	2031.01	0.00	225000.00	0.8124	0.00	-1045376.95	7311236.09	7086236.09	2015	0.8124	-1286698.49	7311236.09	M520	7027583.00	5982206.05	5982206.05
0.00	0.00	208.77	84.05	346513.31	208.77	225000.00	124.72	0.00	225000.00	1	0.00	346514.66	1085666.76	860666.76	2015	1	346513.31	1085666.76	M527	739155.00	1085669.66	1085669.66
0.00	0.00	333.49	-1.20	-4960.05	333.49	225000.00	334.69	0.00	225000.00	0.81	0.00	-4017.64	1599808.48	1374808.48	2015	0.81	-4960.05	1599808.48	M528	1342613.00	1338595.36	1338595.36
0.00	0.00	989.21	15.33	63208.00	989.21	225000.00	973.88	0.00	225000.00	0.8657	0.00	54719.51	4303062.01	4078062.01	2015	0.8657	63208.00	4303062.01	M529	3700681.00	3755400.51	3755400.51
0.00	0.00	353.76	1.78	7356.41	353.76	225000.00	351.98	0.00	225000.00	0.8191	0.00	6025.96	1683393.22	1458393.22	2015	0.8191	7356.41	1683393.22	M531	1413609.00	1419634.96	1419634.96
0.00	0.00	487.85	158.43	653124.47	487.85	225000.00	329.42	0.00	225000.00	1	0.00	653123.51	2236192.41	2011192.41	2015	1	653124.47	2236192.41	M533	1583066.00	2236189.51	2236189.51
0.00	0.00	468.75	144.82	597014.79	468.75	225000.00	323.93	0.00	225000.00	1	0.00	597015.69	2157426.35	1932426.35	2015	1	597014.79	2157426.35	M534	1560414.00	2157429.69	2157429.69
0.00	0.00	1895.53	49.14	202566.67	1895.53	225000.00	1846.39	0.00	225000.00	0.9012	0.00	182552.01	8039395.48	7814395.48	2015	0.9012	202566.67	8039395.48	M539	7084740.00	7267292.01	7267292.01
0.00	0.00	1804.15	166.40	685975.16	1804.15	225000.00	1637.76	0.00	225000.00	0.885	0.00	607106.17	7662702.69	7437702.69	2015	0.885	685975.16	7662702.69	M540	6200458.00	6807564.17	6807564.17
0.00	0.00	534.73	10.93	45069.25	534.73	225000.00	523.80	0.00	225000.00	1.0857	0.00	45069.23	2429440.47	2204440.47	2015	1	45069.25	2429440.47	M541	2573382.00	2618451.23	2618451.23
0.00	0.00	843.63	-45.17	-186198.24	843.63	225000.00	888.79	0.00	225000.00	0.81	0.00	-150820.57	3702896.08	3477896.08	2015	0.81	-186198.24	3702896.08	M542	3192916.00	3042095.43	3042095.43
0.00	0.00	661.59	13.18	54354.10	661.59	225000.00	648.41	0.00	225000.00	0.9191	0.00	49955.11	2952438.79	2727438.79	2015	0.9191	54354.10	2952438.79	M543	2681747.00	2731702.11	2731702.11
0.00	0.00	544.43	-20.92	-86261.90	544.43	225000.00	565.36	0.00	225000.00	0.8619	0.00	-74349.22	2469449.91	2244449.91	2015	0.8619	-86261.90	2469449.91	M544	2233843.00	2159493.78	2159493.78
0.00	0.00	540.49	24.46	100850.42	540.49	225000.00	516.03	0.00	225000.00	1.1117	0.00	100850.42	2453212.26	2228212.26	2015	1	100850.42	2453212.26	M545	2601213.00	2702063.42	2702063.42
0.00	0.00	503.61	156.40	644759.88	503.61	225000.00	347.21	0.00	225000.00	1	0.00	644760.78	2301168.99	2076168.99	2015	1	644759.88	2301168.99	M546	1656411.00	2301171.78	2301171.78
0.00	0.00	713.37	25.28	104232.01	713.37	225000.00	688.09	0.00	225000.00	0.8528	0.00	88887.98	3165906.93	2940906.93	2015	0.8528	104232.01	3165906.93	M550	2644087.00	2732974.98	2732974.98
0.00	0.00	683.67	26.10	107595.25	683.67	225000.00	657.57	0.00	225000.00	0.9291	0.00	99964.24	3043451.36	2818451.36	2015	0.9291	107595.25	3043451.36	M551	2743593.00	2843557.24	2843557.24
0.00	0.00	814.26	-3.42	-14111.56	814.26	225000.00	817.69	0.00	225000.00	0.8173	0.00	-11533.16	3581843.66	3356843.66	2015	0.8173	-14111.56	3581843.66	M552	2980030.00	2968496.84	2968496.84
0.00	0.00	616.83	-18.65	-76893.29	616.83	225000.00	635.48	0.00	225000.00	0.9027	0.00	-69409.61	2767893.01	2542893.01	2015	0.9027	-76893.29	2767893.01	M555	2589814.00	2520404.39	2520404.39
0.00	0.00	911.11	-22.75	-93776.21	911.11	225000.00	933.85	0.00	225000.00	1.0644	0.00	-93776.18	3981073.64	3756073.64	2015	1	-93776.21	3981073.64	M560	4316876.00	4223099.82	4223099.82
0.00	0.00	238.21	0.82	3395.32	238.21	225000.00	237.38	0.00	225000.00	1.142	0.00	3395.32	1207017.93	982017.93	2015	1	3395.32	1207017.93	M565	1343062.00	1346457.32	1346457.32
0.00	0.00	437.89	-0.93	-3845.40	437.89	225000.00	438.82	0.00	225000.00	0.8203	0.00	-3154.56	2030205.85	1805205.85	2015	0.8203	-3845.40	2030205.85	M570	1709045.00	1705890.44	1705890.44
0.00	0.00	1384.06	-36.72	-151360.69	1384.06	225000.00	1420.77	0.00	225000.00	0.8657	0.00	-131027.48	5930843.71	5705843.71	2015	0.8657	-151360.69	5930843.71	M575	5295370.00	5164342.52	5164342.52
0.00	0.00	893.31	25.91	106834.04	893.31	225000.00	867.39	0.00	225000.00	0.9222	0.00	98523.26	3907701.94	3682701.94	2015	0.9222	106834.04	3907701.94	M580	3522696.00	3621219.26	3621219.26
0.00	0.00	120.82	-2.06	-8492.05	120.82	225000.00	122.88	0.00	225000.00	1.0802	0.00	-8492.05	723067.62	498067.62	2015	1	-8492.05	723067.62	M586	771499.00	763006.95	763006.95
0.00	0.00	2546.21	171.88	708571.05	2546.21	225000.00	2374.34	0.00	225000.00	0.8588	0.00	608538.31	10721883.29	10496883.29	2015	0.8588	708571.05	10721883.29	M600	8631444.00	9239982.31	9239982.31
0.00	0.00	319.58	56.99	234957.29	319.58	225000.00	262.59	0.00	225000.00	1.045	0.00	234957.07	1542479.44	1317479.44	2015	1	234957.29	1542479.44	M605	1366747.00	1601704.07	1601704.07
0.00	0.00	592.20	23.68	97633.70	592.2	225000.00	568.52	0.00	225000.00	0.8626	0.00	84215.17	2666375.54	2441375.54	2015	0.8626	97633.70	2666375.54	M610	2246624.00	2330839.17	2330839.17
0.00	0.00	726.27	-4.14	-17080.95	726.27	225000.00	730.42	0.00	225000.00	0.8203	0.00	-14011.17	3219097.69	2994097.69	2015	0.8203	-17080.95	3219097.69	M615	2695012.00	2681000.83	2681000.83
0.00	0.00	629.92	-472.08	-1946177.43	629.92	225000.00	1102.00	0.00	225000.00	0.8129	0.00	-1582086.61	2821864.05	2596864.05	2015	0.8129	-1946177.43	2821864.05	M625	3918129.00	2336042.39	2336042.39
0.00	0.00	2014.74	-14.68	-60521.02	2014.74	225000.00	2029.42	0.00	225000.00	0.9822	0.00	-59444.48	8530841.05	8305841.05	2015	0.9822	-60521.02	8530841.05	M630	8442542.00	8383097.52	8383097.52
0.00	0.00	332.38	-17.93	-73928.46	332.38	225000.00	350.31	0.00	225000.00	0.8214	0.00	-60726.61	1595240.99	1370240.99	2015	0.8214	-73928.46	1595240.99	M650	1411275.00	1350548.39	1350548.39
0.00	0.00	934.38	54.31	223895.78	934.38	225000.00	880.07	0.00	225000.00	0.8895	0.00	199145.24	4077021.76	3852021.76	2015	0.8895	223895.78	4077021.76	Q042	3452055.00	3651200.24	3651200.24
0.00	0.00	1283.71	-146.20	-602716.00	1283.71	225000.00	1429.91	0.00	225000.00	0.8219	0.00	-495380.95	5517161.97	5292161.97	2015	0.8219	-602716.00	5517161.97	Q043	5070085.00	4574704.05	4574704.05
0.00	0.00	496.33	-43.22	-178161.82	496.33	225000.00	539.54	0.00	225000.00	0.968	0.00	-172465.01	2271136.35	2046136.35	2015	0.968	-178161.82	2271136.35	Q045	2378175.00	2205709.99	2205709.99
0.00	0.00	792.95	-15.31	-63129.22	792.95	225000.00	808.26	0.00	225000.00	0.9725	0.00	-61396.04	3493963.87	3268963.87	2015	0.9725	-63129.22	3493963.87	Q046	3465612.00	3404215.96	3404215.96
0.00	0.00	266.44	21.59	88991.90	266.44	225000.00	244.85	0.00	225000.00	0.9712	0.00	86430.64	1323414.56	1098414.56	2015	0.9712	88991.90	1323414.56	Q047	1205371.00	1291801.64	1291801.64
0.00	0.00	645.89	44.73	184402.77	645.89	225000.00	601.16	0.00	225000.00	0.8837	0.00	162965.62	2887712.97	2662712.97	2015	0.8837	184402.77	2887712.97	Q048	2415202.00	2578167.62	2578167.62
0.00	0.00	1463.02	58.87	242706.11	1463.02	225000.00	1404.15	0.00	225000.00	0.887	0.00	215274.70	6256362.44	6031362.44	2015	0.887	242706.11	6256362.44	Q049	5359404.00	5574678.70	5574678.70
