label_g_teacher_salary_growth	label_g_teacher_salary_growth_2	total_column_o_projected_register	total_column_q_register_change	label_s_fair_student_funding_register_formula	weighted_register	calculation_j_foundation	total_column_n_fy14_actual_registers	system_wide_teacher_salary_growth	foundation	label_w_final_school_fsf_percent	label_h_foundation_for_new_schools	label_f_register_change_allocation_based_on_school_s_percent_of_formula	label_j_fy15_fair_student_formula_at_100	total_column_p_projected_formula	fiscal_year	label_t_change_to_preliminary_fair_student_funding_percentage_capped_at_100	total_column_r_register_dollar_change	calculation_j_fsf_formula_at_100	location	label_a_fy14_revised_based_allocations	label_d_initial_fair_student_funding_allocations_total	calculation_j_initial_fair_student_funding_allocations_total
0.00	0.00	188.41	-124.49	-513205.07	188.41	225000.00	312.90	0.00	225000.00	0.81	0.00	-415695.89	1001728.85	776728.85	2015	0.81	-513205.07	1001728.85	X230	1269846.00	854150.11	854150.11
0.00	0.00	928.37	-39.73	-163796.04	928.37	225000.00	968.10	0.00	225000.00	0.9034	0.00	-147972.86	4052230.76	3827230.76	2015	0.9034	-163796.04	4052230.76	X231	3830482.00	3682509.14	3682509.14
0.00	0.00	981.11	5.40	22280.26	981.11	225000.00	975.71	0.00	225000.00	0.8238	0.00	18354.46	4269674.61	4044674.61	2015	0.8238	22280.26	4269674.61	X232	3538645.00	3556999.46	3556999.46
0.00	0.00	616.97	39.24	161778.46	616.97	225000.00	577.73	0.00	225000.00	0.8541	0.00	138171.03	2768483.72	2543483.72	2015	0.8541	161778.46	2768483.72	X236	2259156.00	2397327.03	2397327.03
0.00	0.00	838.30	52.83	217792.17	838.3	225000.00	785.47	0.00	225000.00	0.8827	0.00	192240.76	3680932.48	3455932.48	2015	0.8827	217792.17	3680932.48	X237	3083241.00	3275481.76	3275481.76
0.00	0.00	888.59	-11.07	-45654.32	888.59	225000.00	899.67	0.00	225000.00	0.891	0.00	-40677.28	3888259.08	3663259.08	2015	0.891	-45654.32	3888259.08	X241	3529583.00	3488905.72	3488905.72
0.00	0.00	1035.56	49.38	203556.38	1035.56	225000.00	986.18	0.00	225000.00	0.8614	0.00	175347.90	4494123.84	4269123.84	2015	0.8614	203556.38	4494123.84	X242	3727168.00	3902515.90	3902515.90
0.00	0.00	947.46	-21.45	-88433.88	947.46	225000.00	968.91	0.00	225000.00	0.8591	0.00	-75977.07	4130960.51	3905960.51	2015	0.8591	-88433.88	4130960.51	X243	3656743.00	3580765.93	3580765.93
0.00	0.00	1220.44	-21.20	-87391.62	1220.44	225000.00	1241.64	0.00	225000.00	0.8289	0.00	-72441.62	5256306.80	5031306.80	2015	0.8289	-87391.62	5256306.80	X244	4468047.00	4395605.38	4395605.38
0.00	0.00	1049.87	8.06	33242.29	1049.87	225000.00	1041.81	0.00	225000.00	0.8342	0.00	27729.45	4553157.54	4328157.54	2015	0.8342	33242.29	4553157.54	X246	3807654.00	3835383.45	3835383.45
0.00	0.00	546.07	13.67	56356.85	546.07	225000.00	532.39	0.00	225000.00	0.8137	0.00	45857.17	2476178.73	2251178.73	2015	0.8137	56356.85	2476178.73	X248	2010911.00	2056768.17	2056768.17
0.00	0.00	454.52	13.20	54404.56	454.52	225000.00	441.32	0.00	225000.00	0.8129	0.00	44222.91	2098759.27	1873759.27	2015	0.8129	54404.56	2098759.27	X249	1703868.00	1748090.91	1748090.91
0.00	0.00	680.33	51.29	211445.21	680.33	225000.00	629.04	0.00	225000.00	0.8396	0.00	177535.17	3029711.24	2804711.24	2015	0.8396	211445.21	3029711.24	X250	2402377.00	2579912.17	2579912.17
0.00	0.00	580.29	-28.15	-116045.31	580.29	225000.00	608.44	0.00	225000.00	0.8657	0.00	-100459.22	2617287.06	2392287.06	2015	0.8657	-116045.31	2617287.06	X251	2396437.00	2295977.78	2295977.78
0.00	0.00	598.01	44.14	181970.97	598.01	225000.00	553.87	0.00	225000.00	0.874	0.00	159035.50	2690317.29	2465317.29	2015	0.874	181970.97	2690317.29	X252	2220555.00	2379590.50	2379590.50
0.00	0.00	615.91	4.94	20371.20	615.91	225000.00	610.97	0.00	225000.00	0.8184	0.00	16672.35	2764134.19	2539134.19	2015	0.8184	20371.20	2764134.19	X253	2286425.00	2303097.35	2303097.35
0.00	0.00	756.57	-13.62	-56129.24	756.57	225000.00	770.18	0.00	225000.00	0.81	0.00	-45464.68	3343985.32	3118985.32	2015	0.81	-56129.24	3343985.32	X254	2796843.00	2751378.32	2751378.32
0.00	0.00	393.12	180.22	742982.59	393.12	225000.00	212.90	0.00	225000.00	1	0.00	742982.59	1845656.24	1620656.24	2015	1	742982.59	1845656.24	X259	1102674.00	1845656.59	1845656.59
0.00	0.00	651.68	56.71	233797.54	651.68	225000.00	594.97	0.00	225000.00	0.8773	0.00	205099.31	2911590.93	2686590.93	2015	0.8773	233797.54	2911590.93	X260	2376717.00	2581816.31	2581816.31
0.00	0.00	555.67	-1.04	-4270.06	555.67	225000.00	556.71	0.00	225000.00	0.817	0.00	-3488.73	2515793.73	2290793.73	2015	0.817	-4270.06	2515793.73	X263	2100116.00	2096627.27	2096627.27
0.00	0.00	361.45	183.52	756566.69	361.45	225000.00	177.93	0.00	225000.00	1	0.00	756565.66	1715101.22	1490101.22	2015	1	756566.69	1715101.22	X264	958534.00	1715099.66	1715099.66
0.00	0.00	675.19	8.40	34639.58	675.19	225000.00	666.79	0.00	225000.00	0.8161	0.00	28270.84	3008501.41	2783501.41	2015	0.8161	34639.58	3008501.41	X265	2468464.00	2496734.84	2496734.84
0.00	0.00	854.82	37.20	153351.98	854.82	225000.00	817.62	0.00	225000.00	0.8645	0.00	132571.78	3749045.32	3524045.32	2015	0.8645	153351.98	3749045.32	X267	3138942.00	3271513.78	3271513.78
0.00	0.00	695.47	-67.73	-279238.25	695.47	225000.00	763.21	0.00	225000.00	0.81	0.00	-226183.08	3092126.18	2867126.18	2015	0.81	-279238.25	3092126.18	X268	2773556.00	2547372.92	2547372.92
0.00	0.00	836.49	23.01	94878.65	836.49	225000.00	813.47	0.00	225000.00	0.8546	0.00	81078.92	3673450.02	3448450.02	2015	0.8546	94878.65	3673450.02	X269	3090807.00	3171885.92	3171885.92
0.00	0.00	585.12	-117.20	-483146.89	585.12	225000.00	702.31	0.00	225000.00	0.824	0.00	-398115.78	2637168.24	2412168.24	2015	0.824	-483146.89	2637168.24	X270	2610756.00	2212640.22	2212640.22
0.00	0.00	977.02	-8.56	-35282.30	977.02	225000.00	985.58	0.00	225000.00	0.8115	0.00	-28631.53	4252824.31	4027824.31	2015	0.8115	-35282.30	4252824.31	X271	3522205.00	3493573.47	3493573.47
0.00	0.00	442.13	-55.39	-228332.58	442.13	225000.00	497.52	0.00	225000.00	0.81	0.00	-184949.44	2047701.91	1822701.91	2015	0.81	-228332.58	2047701.91	X272	1886338.00	1701388.56	1701388.56
0.00	0.00	416.38	-19.24	-79325.10	416.38	225000.00	435.62	0.00	225000.00	0.8224	0.00	-65237.50	1941542.03	1716542.03	2015	0.8224	-79325.10	1941542.03	X273	1701933.00	1636695.50	1636695.50
0.00	0.00	485.09	134.33	553773.47	485.09	225000.00	350.76	0.00	225000.00	1	0.00	553773.85	2224804.58	1999804.58	2015	1	553773.47	2224804.58	X274	1671032.00	2224805.85	2224805.85
0.00	0.00	962.23	12.25	50502.75	962.23	225000.00	949.98	0.00	225000.00	0.841	0.00	42475.03	4191852.69	3966852.69	2015	0.841	50502.75	4191852.69	X275	3518822.00	3561297.03	3561297.03
0.00	0.00	376.60	1.29	5337.77	376.6	225000.00	375.30	0.00	225000.00	0.8232	0.00	4394.22	1777536.01	1552536.01	2015	0.8232	5337.77	1777536.01	X276	1498701.00	1503095.22	1503095.22
0.00	0.00	575.97	-26.86	-110747.81	575.97	225000.00	602.84	0.00	225000.00	0.8804	0.00	-97500.03	2599482.20	2374482.20	2015	0.8804	-110747.81	2599482.20	X277	2412944.00	2315443.97	2315443.97
0.00	0.00	283.18	-44.34	-182802.37	283.18	225000.00	327.52	0.00	225000.00	0.829	0.00	-151535.47	1392426.24	1167426.24	2015	0.829	-182802.37	1392426.24	X278	1344283.00	1192747.53	1192747.53
0.00	0.00	1579.11	10.32	42554.58	1579.11	225000.00	1568.78	0.00	225000.00	0.8201	0.00	34900.60	6734936.37	6509936.37	2015	0.8201	42554.58	6734936.37	X279	5529142.00	5564042.60	5564042.60
0.00	0.00	1245.62	21.91	90323.91	1245.62	225000.00	1223.71	0.00	225000.00	0.8298	0.00	74952.33	5360105.40	5135105.40	2015	0.8298	90323.91	5360105.40	X280	4411246.00	4486198.33	4486198.33
0.00	0.00	553.71	-14.91	-61448.30	553.71	225000.00	568.62	0.00	225000.00	0.8908	0.00	-54739.95	2507706.71	2282706.71	2015	0.8908	-61448.30	2507706.71	X282	2313242.00	2258502.05	2258502.05
0.00	0.00	668.46	32.86	135467.42	668.46	225000.00	635.60	0.00	225000.00	0.8848	0.00	119854.89	2980768.53	2755768.53	2015	0.8848	135467.42	2980768.53	X284	2543313.00	2663167.89	2663167.89
0.00	0.00	404.21	-15.77	-65022.02	404.21	225000.00	419.98	0.00	225000.00	0.8214	0.00	-53411.56	1891354.01	1666354.01	2015	0.8214	-65022.02	1891354.01	X286	1647218.00	1593806.44	1593806.44
0.00	0.00	419.89	22.23	91656.28	419.89	225000.00	397.66	0.00	225000.00	0.8304	0.00	76106.80	1956008.12	1731008.12	2015	0.8304	91656.28	1956008.12	X287	1586236.00	1662342.80	1662342.80
0.00	0.00	936.84	86.03	354674.06	936.84	225000.00	850.80	0.00	225000.00	0.8776	0.00	311255.27	4087147.89	3862147.89	2015	0.8776	354674.06	4087147.89	X288	3303093.00	3614348.27	3614348.27
0.00	0.00	549.03	41.10	169452.74	549.03	225000.00	507.92	0.00	225000.00	0.8204	0.00	139013.50	2488387.89	2263387.89	2015	0.8204	169452.74	2488387.89	X289	1942796.00	2081809.50	2081809.50
0.00	0.00	717.77	13.13	54141.55	717.77	225000.00	704.64	0.00	225000.00	0.8142	0.00	44080.74	3184053.85	2959053.85	2015	0.8142	54141.55	3184053.85	X290	2590109.00	2634189.74	2634189.74
0.00	0.00	897.19	-8.07	-33270.37	897.19	225000.00	905.26	0.00	225000.00	0.8336	0.00	-27734.04	3923696.38	3698696.38	2015	0.8336	-33270.37	3923696.38	X291	3335952.00	3308217.96	3308217.96
0.00	0.00	686.59	-1.76	-7261.97	686.59	225000.00	688.35	0.00	225000.00	0.8183	0.00	-5942.65	3055503.40	2830503.40	2015	0.8183	-7261.97	3055503.40	X293	2547216.00	2541273.35	2541273.35
0.00	0.00	458.86	144.68	596447.22	458.86	225000.00	314.18	0.00	225000.00	1	0.00	596446.76	2116674.81	1891674.81	2015	1	596447.22	2116674.81	X294	1520227.00	2116673.76	2116673.76
0.00	0.00	142.82	-153.17	-631469.45	142.82	225000.00	296.00	0.00	225000.00	0.81	0.00	-511489.99	813802.04	588802.04	2015	0.81	-631469.45	813802.04	X295	1213419.00	701929.01	701929.01
0.00	0.00	600.08	-34.60	-142619.61	600.08	225000.00	634.67	0.00	225000.00	0.81	0.00	-115521.94	2698843.80	2473843.80	2015	0.81	-142619.61	2698843.80	X296	2344336.00	2228814.06	2228814.06
0.00	0.00	778.61	15.90	65545.31	778.61	225000.00	762.71	0.00	225000.00	0.8682	0.00	56904.06	3434863.08	3209863.08	2015	0.8682	65545.31	3434863.08	X297	2954783.00	3011687.06	3011687.06
0.00	0.00	685.88	70.48	290555.62	685.88	225000.00	615.40	0.00	225000.00	0.8346	0.00	242497.81	3052580.01	2827580.01	2015	0.8346	290555.62	3052580.01	X298	2342401.00	2584898.81	2584898.81
0.00	0.00	687.32	-2.40	-9886.63	687.32	225000.00	689.72	0.00	225000.00	0.8133	0.00	-8040.36	3058508.18	2833508.18	2015	0.8133	-9886.63	3058508.18	X299	2537407.00	2529366.64	2529366.64
0.00	0.00	823.72	-3.34	-13762.62	823.72	225000.00	827.06	0.00	225000.00	0.81	0.00	-11147.73	3620823.83	3395823.83	2015	0.81	-13762.62	3620823.83	X300	2986765.00	2975617.27	2975617.27
0.00	0.00	371.10	-56.89	-234518.33	371.1	225000.00	427.99	0.00	225000.00	0.81	0.00	-189959.82	1754885.93	1529885.93	2015	0.81	-234518.33	1754885.93	X301	1654167.00	1464207.18	1464207.18
0.00	0.00	956.92	-62.96	-259552.13	956.92	225000.00	1019.88	0.00	225000.00	0.81	0.00	-210237.24	4169932.55	3944932.55	2015	0.81	-259552.13	4169932.55	X302	3630633.00	3420395.76	3420395.76
0.00	0.00	527.03	-29.44	-121379.61	527.03	225000.00	556.48	0.00	225000.00	0.8114	0.00	-98489.34	2397721.73	2172721.73	2015	0.8114	-121379.61	2397721.73	X303	2086470.00	1987980.66	1987980.66
0.00	0.00	629.01	4.47	18411.67	629.01	225000.00	624.55	0.00	225000.00	0.8989	0.00	16550.62	2818133.65	2593133.65	2015	0.8989	18411.67	2818133.65	X304	2539469.00	2556019.62	2556019.62
0.00	0.00	605.96	-12.00	-49475.78	605.96	225000.00	617.96	0.00	225000.00	0.8751	0.00	-43295.09	2723097.27	2498097.27	2015	0.8751	-49475.78	2723097.27	X305	2454321.00	2411025.91	2411025.91
0.00	0.00	1081.96	-10.65	-43886.73	1081.96	225000.00	1092.61	0.00	225000.00	0.8321	0.00	-36517.38	4685430.22	4460430.22	2015	0.8321	-43886.73	4685430.22	X306	3972964.00	3936446.62	3936446.62
0.00	0.00	512.70	-0.57	-2341.25	512.7	225000.00	513.26	0.00	225000.00	0.8398	0.00	-1966.15	2338614.33	2113614.33	2015	0.8398	-2341.25	2338614.33	X307	2001948.00	1999981.85	1999981.85
0.00	0.00	372.87	17.46	71969.75	372.87	225000.00	355.41	0.00	225000.00	0.81	0.00	58295.48	1762178.25	1537178.25	2015	0.81	71969.75	1762178.25	X308	1411819.00	1470114.48	1470114.48
0.00	0.00	978.71	-37.08	-152864.90	978.71	225000.00	1015.79	0.00	225000.00	0.826	0.00	-126260.37	4259770.16	4034770.16	2015	0.826	-152864.90	4259770.16	X310	3683821.00	3557560.63	3557560.63
0.00	0.00	299.60	99.67	410897.33	299.6	225000.00	199.93	0.00	225000.00	1	0.00	410897.82	1460121.79	1235121.79	2015	1	410897.33	1460121.79	X311	1049225.00	1460122.82	1460122.82
0.00	0.00	768.08	46.79	192888.11	768.08	225000.00	721.29	0.00	225000.00	0.8464	0.00	163263.45	3391439.79	3166439.79	2015	0.8464	192888.11	3391439.79	X312	2741860.00	2905123.45	2905123.45
0.00	0.00	624.17	-59.00	-243236.76	624.17	225000.00	683.17	0.00	225000.00	0.81	0.00	-197021.75	2798161.15	2573161.15	2015	0.81	-243236.76	2798161.15	X313	2506282.00	2309260.25	2309260.25
0.00	0.00	346.45	89.34	368325.54	346.45	225000.00	257.11	0.00	225000.00	1	0.00	368325.88	1653253.51	1428253.51	2015	1	368325.54	1653253.51	X314	1284929.00	1653254.88	1653254.88
0.00	0.00	409.04	35.36	145790.35	409.04	225000.00	373.68	0.00	225000.00	0.8445	0.00	123115.41	1911285.00	1686285.00	2015	0.8445	145790.35	1911285.00	X315	1525900.00	1649015.41	1649015.41
0.00	0.00	546.21	22.97	94715.42	546.21	225000.00	523.23	0.00	225000.00	0.8228	0.00	77933.38	2476769.87	2251769.87	2015	0.8228	94715.42	2476769.87	X316	1999859.00	2077792.38	2077792.38
0.00	0.00	510.11	-58.26	-240182.71	510.11	225000.00	568.37	0.00	225000.00	0.81	0.00	-194547.89	2327937.91	2102937.91	2015	0.81	-240182.71	2327937.91	X318	2122927.00	1928379.11	1928379.11
0.00	0.00	421.13	-4.06	-16737.76	421.13	225000.00	425.19	0.00	225000.00	0.8868	0.00	-14843.57	1961139.85	1736139.85	2015	0.8868	-16737.76	1961139.85	X319	1779507.00	1764663.43	1764663.43
0.00	0.00	319.18	161.06	663968.44	319.18	225000.00	158.12	0.00	225000.00	1	0.00	663968.44	1540838.16	1315838.16	2015	1	663968.44	1540838.16	X320	876870.00	1540838.44	1540838.44
0.00	0.00	195.91	31.21	128648.62	195.91	225000.00	164.71	0.00	225000.00	1.0392	0.00	128648.81	1032657.09	807657.09	2015	1	128648.62	1032657.09	X321	935630.00	1064278.81	1064278.81
0.00	0.00	844.95	-15.28	-62994.50	844.95	225000.00	860.23	0.00	225000.00	0.8229	0.00	-51840.92	3708354.46	3483354.46	2015	0.8229	-62994.50	3708354.46	X323	3143445.00	3091604.08	3091604.08
0.00	0.00	736.79	12.22	50382.20	736.79	225000.00	724.57	0.00	225000.00	0.8689	0.00	43779.36	3262463.03	3037463.03	2015	0.8689	50382.20	3262463.03	X324	2820609.00	2864388.36	2864388.36
0.00	0.00	598.53	-92.21	-380131.38	598.53	225000.00	690.74	0.00	225000.00	0.81	0.00	-307906.48	2692481.77	2467481.77	2015	0.81	-380131.38	2692481.77	X325	2531567.00	2223660.52	2223660.52
0.00	0.00	672.05	27.20	112120.20	672.05	225000.00	644.86	0.00	225000.00	0.8198	0.00	91915.87	2995574.92	2770574.92	2015	0.8198	112120.20	2995574.92	X326	2404395.00	2496310.87	2496310.87
0.00	0.00	873.52	124.22	512114.64	873.52	225000.00	749.30	0.00	225000.00	0.8496	0.00	435104.03	3826143.40	3601143.40	2015	0.8496	512114.64	3826143.40	X327	2849508.00	3284612.03	3284612.03
0.00	0.00	299.69	-7.10	-29254.93	299.69	225000.00	306.78	0.00	225000.00	0.81	0.00	-23696.49	1460479.87	1235479.87	2015	0.81	-29254.93	1460479.87	X328	1249435.00	1225738.51	1225738.51
0.00	0.00	558.96	15.01	61891.68	558.96	225000.00	543.95	0.00	225000.00	0.8278	0.00	51231.16	2529334.88	2304334.88	2015	0.8278	61891.68	2529334.88	X329	2081194.00	2132425.16	2132425.16
0.00	0.00	591.13	-15.32	-63177.80	591.13	225000.00	606.45	0.00	225000.00	0.8653	0.00	-54665.69	2661945.67	2436945.67	2015	0.8653	-63177.80	2661945.67	X331	2388275.00	2333609.31	2333609.31
0.00	0.00	380.72	-71.57	-295070.40	380.72	225000.00	452.29	0.00	225000.00	0.8259	0.00	-243705.10	1794523.61	1569523.61	2015	0.8259	-295070.40	1794523.61	X332	1765009.00	1521303.90	1521303.90
0.00	0.00	594.26	-0.91	-3750.23	594.26	225000.00	595.17	0.00	225000.00	0.9351	0.00	-3506.78	2674881.22	2449881.22	2015	0.9351	-3750.23	2674881.22	X333	2519355.00	2515848.22	2515848.22
0.00	0.00	742.39	52.20	215203.12	742.39	225000.00	690.19	0.00	225000.00	0.8258	0.00	177711.84	3285540.22	3060540.22	2015	0.8258	215203.12	3285540.22	X334	2574641.00	2752352.84	2752352.84
0.00	0.00	374.36	26.89	110867.46	374.36	225000.00	347.47	0.00	225000.00	0.841	0.00	93243.44	1768310.17	1543310.17	2015	0.841	110867.46	1768310.17	X335	1429735.00	1522978.44	1522978.44
0.00	0.00	545.48	40.05	165113.23	545.48	225000.00	505.43	0.00	225000.00	0.8302	0.00	137075.09	2473775.26	2248775.26	2015	0.8302	165113.23	2473775.26	X337	1954832.00	2091907.09	2091907.09
0.00	0.00	978.08	-124.91	-514930.45	978.08	225000.00	1102.99	0.00	225000.00	0.81	0.00	-417093.67	4257190.74	4032190.74	2015	0.81	-514930.45	4257190.74	X339	3908168.00	3491074.33	3491074.33
0.00	0.00	904.94	2.81	11567.31	904.94	225000.00	902.14	0.00	225000.00	0.8219	0.00	9506.85	3955664.96	3730664.96	2015	0.8219	11567.31	3955664.96	X340	3281625.00	3291131.85	3291131.85
0.00	0.00	283.77	-4.90	-20190.79	283.77	225000.00	288.66	0.00	225000.00	0.8985	0.00	-18141.67	1394838.62	1169838.62	2015	0.8985	-20190.79	1394838.62	X341	1294255.00	1276113.33	1276113.33
0.00	0.00	939.73	-28.53	-117597.51	939.73	225000.00	968.26	0.00	225000.00	0.81	0.00	-95254.00	4099094.98	3874094.98	2015	0.81	-117597.51	4099094.98	X342	3458271.00	3363017.00	3363017.00
0.00	0.00	498.75	14.92	61490.44	498.75	225000.00	483.84	0.00	225000.00	0.814	0.00	50051.66	2281126.10	2056126.10	2015	0.814	61490.44	2281126.10	X343	1848583.00	1898634.66	1898634.66
0.00	0.00	430.53	62.84	259048.56	430.53	225000.00	367.69	0.00	225000.00	0.8801	0.00	227989.98	1999885.77	1774885.77	2015	0.8801	259048.56	1999885.77	X344	1559096.00	1787085.98	1787085.98
0.00	0.00	255.41	109.07	449635.15	255.41	225000.00	146.35	0.00	225000.00	1	0.00	449635.15	1277953.91	1052953.91	2015	1	449635.15	1277953.91	X348	828319.00	1277954.15	1277954.15
0.00	0.00	277.06	116.06	478443.66	277.06	225000.00	161.01	0.00	225000.00	1	0.00	478444.38	1367207.96	1142207.96	2015	1	478443.66	1367207.96	X349	888765.00	1367209.38	1367209.38
0.00	0.00	296.69	125.32	516649.89	296.69	225000.00	171.37	0.00	225000.00	1	0.00	516649.16	1448130.81	1223130.81	2015	1	516649.89	1448130.81	X350	931480.00	1448129.16	1448129.16
0.00	0.00	294.36	147.15	606616.80	294.36	225000.00	147.22	0.00	225000.00	1	0.00	606616.80	1438531.77	1213531.77	2015	1	606616.80	1438531.77	X351	831915.00	1438531.80	1438531.80
0.00	0.00	202.32	92.52	381437.41	202.32	225000.00	109.79	0.00	225000.00	1	0.00	381438.25	1059067.83	834067.83	2015	1	381437.41	1059067.83	X353	677631.00	1059069.25	1059069.25
0.00	0.00	311.37	153.54	632973.12	311.37	225000.00	157.83	0.00	225000.00	1	0.00	632973.12	1508641.88	1283641.88	2015	1	632973.12	1508641.88	X355	875669.00	1508642.12	1508642.12
0.00	0.00	151.44	76.62	315869.77	151.44	225000.00	74.82	0.00	225000.00	1	0.00	315870.80	849306.80	624306.80	2015	1	315869.77	849306.80	X357	533438.00	849308.80	849308.80
0.00	0.00	376.78	104.01	428801.79	376.78	225000.00	272.77	0.00	225000.00	1	0.00	428801.79	1778300.38	1553300.38	2015	1	428801.79	1778300.38	X359	1349499.00	1778300.79	1778300.79
0.00	0.00	593.77	-51.87	-213832.00	593.77	225000.00	645.64	0.00	225000.00	0.8129	0.00	-173818.05	2672859.57	2447859.57	2015	0.8129	-213832.00	2672859.57	X360	2388615.00	2214796.95	2214796.95
0.00	0.00	432.54	224.37	924965.39	432.54	225000.00	208.18	0.00	225000.00	1	0.00	924966.47	2008177.27	1783177.27	2015	1	924965.39	2008177.27	X361	1083213.00	2008179.47	2008179.47
0.00	0.00	649.77	-56.58	-233245.12	649.77	225000.00	706.34	0.00	225000.00	1.0021	0.00	-233245.20	2903688.80	2678688.80	2015	1	-233245.12	2903688.80	X363	3142460.00	2909214.80	2909214.80
0.00	0.00	531.22	-2.96	-12222.92	531.22	225000.00	534.18	0.00	225000.00	0.8149	0.00	-9961.01	2414962.60	2189962.60	2015	0.8149	-12222.92	2414962.60	X365	2019661.00	2009699.99	2009699.99
0.00	0.00	264.53	-36.73	-151404.76	264.53	225000.00	301.25	0.00	225000.00	0.8644	0.00	-130879.85	1315525.13	1090525.13	2015	0.8644	-151404.76	1315525.13	X366	1298570.00	1167690.15	1167690.15
0.00	0.00	951.36	40.83	168336.87	951.36	225000.00	910.52	0.00	225000.00	0.8766	0.00	147560.28	4147015.14	3922015.14	2015	0.8766	168336.87	4147015.14	X367	3515389.00	3662949.28	3662949.28
0.00	0.00	1466.77	-68.11	-280766.08	1466.77	225000.00	1534.88	0.00	225000.00	0.8169	0.00	-229361.13	6271845.72	6046845.72	2015	0.8169	-280766.08	6271845.72	X368	5394101.00	5164739.87	5164739.87
0.00	0.00	443.34	-38.16	-157325.70	443.34	225000.00	481.50	0.00	225000.00	0.8563	0.00	-134722.06	2052679.51	1827679.51	2015	0.8563	-157325.70	2052679.51	X369	1924811.00	1790088.94	1790088.94
0.00	0.00	425.46	-38.46	-158538.61	425.46	225000.00	463.92	0.00	225000.00	0.8677	0.00	-137560.98	1978987.46	1753987.46	2015	0.8677	-158538.61	1978987.46	X370	1884463.00	1746902.02	1746902.02
0.00	0.00	406.26	-21.79	-89838.82	406.26	225000.00	428.05	0.00	225000.00	0.8495	0.00	-76315.57	1899817.46	1674817.46	2015	0.8495	-89838.82	1899817.46	X371	1724026.00	1647710.43	1647710.43
0.00	0.00	905.50	25.67	105809.21	905.5	225000.00	879.83	0.00	225000.00	0.957	0.00	101260.89	3957961.60	3732961.60	2015	0.957	105809.21	3957961.60	X372	3696235.00	3797495.89	3797495.89
0.00	0.00	684.18	22.57	93034.68	684.18	225000.00	661.61	0.00	225000.00	0.8873	0.00	82547.58	3045556.02	2820556.02	2015	0.8873	93034.68	3045556.02	X374	2645068.00	2727615.58	2727615.58
0.00	0.00	512.06	47.28	194907.32	512.06	225000.00	464.78	0.00	225000.00	0.9467	0.00	184515.85	2335993.33	2110993.33	2015	0.9467	194907.32	2335993.33	X375	2038930.00	2223445.85	2223445.85
0.00	0.00	738.81	18.58	76599.61	738.81	225000.00	720.23	0.00	225000.00	0.8397	0.00	64322.91	3270782.73	3045782.73	2015	0.8397	76599.61	3270782.73	X376	2718309.00	2782631.91	2782631.91
0.00	0.00	324.03	13.27	54718.03	324.03	225000.00	310.76	0.00	225000.00	0.8395	0.00	45934.56	1560841.40	1335841.40	2015	0.8395	54718.03	1560841.40	X377	1300474.00	1346408.56	1346408.56
0.00	0.00	319.11	-22.47	-92642.17	319.11	225000.00	341.58	0.00	225000.00	0.8817	0.00	-81684.59	1540550.62	1315550.62	2015	0.8817	-92642.17	1540550.62	X379	1466634.00	1384949.41	1384949.41
0.00	0.00	318.10	0.63	2591.67	318.1	225000.00	317.48	0.00	225000.00	0.9175	0.00	2377.97	1536399.97	1311399.97	2015	0.9175	2591.67	1536399.97	X381	1425891.00	1428268.97	1428268.97
0.00	0.00	388.73	-16.03	-66082.69	388.73	225000.00	404.76	0.00	225000.00	0.9261	0.00	-61199.42	1827539.91	1602539.91	2015	0.9261	-66082.69	1827539.91	X382	1770318.00	1709118.58	1709118.58
0.00	0.00	445.87	24.99	103040.68	445.87	225000.00	420.88	0.00	225000.00	0.8292	0.00	85441.54	2063119.56	1838119.56	2015	0.8292	103040.68	2063119.56	X383	1663731.00	1749172.54	1749172.54
0.00	0.00	532.21	-42.94	-177002.09	532.21	225000.00	575.15	0.00	225000.00	0.8552	0.00	-151366.45	2419076.89	2194076.89	2015	0.8552	-177002.09	2419076.89	X384	2252670.00	2101303.55	2101303.55
0.00	0.00	208.90	-194.60	-802254.08	208.9	225000.00	403.50	0.00	225000.00	0.8236	0.00	-660701.87	1086199.87	861199.87	2015	0.8236	-802254.08	1086199.87	X385	1594949.00	934247.13	934247.13
0.00	0.00	690.23	14.86	61261.24	690.23	225000.00	675.37	0.00	225000.00	0.9312	0.00	57048.42	3070488.60	2845488.60	2015	0.9312	61261.24	3070488.60	X386	2817761.00	2874809.42	2874809.42
